SYMBOL,COMPANY,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,% SHAREHOLDING (PRIOR),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),MODE OF ACQUISITION
AARTIIND,Aarti Industries Limited,VALIANT ORGANICS LTD,Promoter Group,0.21,10000.0,8193109.0,Sell,Equity Shares,172400,Market Sale
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.43,12100.0,0.0,Buy,Equity Shares,768098,Gift
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.67,7550.0,6170924.0,Sell,Equity Shares,575062,Market Sale
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.42,3500.0,3559783.0,Sell,Equity Shares,720865,Market Sale
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.43,25000.0,25385831.0,Sell,Equity Shares,724365,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.66,7000.0,6913883.0,Sell,Equity Shares,6371988,Market Sale
AARTIIND,Aarti Industries Limited,SARLA SHANTILAL SHAH,Promoters,2.1,21303.0,22272767.0,Sell,Equity Shares,3630493,Market Sale
AARTIIND,Aarti Industries Limited,Bhavna Shah Lalka,Promoters,1.21,1080668.0,0.0,Sell,Equity Shares,1027882,Off Market
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.47,130000.0,125972730.0,Sell,Equity Shares,687005,Market Sale
AARTIIND,Aarti Industries Limited,SARLA SHANTILAL SHAH,Promoters,2.08,1080668.0,0.0,Buy,Equity Shares,4711161,Off Market
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.66,50000.0,48886337.0,Sell,Equity Shares,6321988,Market Sale
AARTIIND,Aarti Industries Limited,SHANTILAL TEJSHI SHAH (HUF),Promoter Group,0.42,3296.0,3219585.0,Sell,Equity Shares,720403,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.63,1751.0,1728036.0,Sell,Equity Shares,6320237,Market Sale
AARTIIND,Aarti Industries Limited,SHANTILAL TEJSHI SHAH (HUF),Promoter Group,0.41,41704.0,40598238.0,Sell,Equity Shares,678699,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.63,100000.0,94079844.0,Sell,Equity Shares,6220237,Market Sale
AARTIIND,Aarti Industries Limited,SHANTILAL TEJSHI SHAH (HUF),Promoter Group,0.39,448.0,420240.0,Sell,Equity Shares,678251,Market Sale
AARTIIND,Aarti Industries Limited,SHANTILAL TEJSHI SHAH (HUF),Promoter Group,0.39,24988.0,23472676.0,Sell,Equity Shares,653263,Market Sale
AARTIIND,Aarti Industries Limited,MIRIK RAJENDRA GOGRI,Promoter Group,4.0,2476.0,2468013.0,Sell,Equity Shares,6961192,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.39,50000.0,46380380.0,Sell,Equity Shares,637005,Market Sale
AARTIIND,Aarti Industries Limited,SHANTILAL TEJSHI SHAH (HUF),Promoter Group,0.32,5500.0,4735413.0,Sell,Equity Shares,557763,Market Sale
AARTIIND,Aarti Industries Limited,SHANTILAL TEJSHI SHAH (HUF),Promoter Group,0.35,40000.0,33501825.0,Sell,Equity Shares,563263,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.57,15000.0,12780121.0,Sell,Equity Shares,6205237,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.56,35000.0,29506617.0,Sell,Equity Shares,6170237,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.54,1585.0,1273364.0,Sell,Equity Shares,6168652,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.54,50000.0,38664243.0,Sell,Equity Shares,6118652,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.35,13500.0,9943325.0,Sell,Equity Shares,598505,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.37,20826.0,15294866.0,Sell,Equity Shares,616179,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.34,13500.0,9954812.0,Sell,Equity Shares,585005,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.46,10000.0,9891600.0,Sell,Equity Shares,6023652,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.51,85000.0,84485718.0,Sell,Equity Shares,6033652,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.05,4000.0,3967870.0,Sell,Equity Shares,88000,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.46,15024.0,13773712.0,Sell,Equity Shares,6008628,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.67,5000.0,4072755.4,Sell,Equity Shares,582612,Market Sale
AARTIIND,Aarti Industries Limited,SHANTILAL TEJSHI SHAH (HUF),Promoter Group,0.37,50000.0,46164762.0,Sell,Equity Shares,603263,Market Sale
AARTIIND,Aarti Industries Limited,MIRIK RAJENDRA GOGRI,Promoter Group,4.01,20000.0,20227495.0,Sell,Equity Shares,6963668,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.35,4174.0,3149461.0,Sell,Equity Shares,612005,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.47,5000.0,4911398.0,Sell,Equity Shares,817005,Market Sale
AARTIIND,Aarti Industries Limited,JAYA CHANDRAKANT GOGRI,Promoter Group,3.67,10000.0,9822620.0,Sell,Equity Shares,6378988,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.11,10000.0,7945963.0,Sell,Equity Shares,190348,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoters,0.11,5000.0,4220094.0,Sell,Equity Shares,185348,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.57,5000.0,3888340.0,Sell,Equity Shares,995005,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.1,2427.0,1942396.0,Sell,Equity Shares,170821,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.57,30000.0,24005559.0,Sell,Equity Shares,965005,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.55,100000.0,80113971.0,Sell,Equity Shares,865005,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.1,17831.0,14734461.0,Sell,Equity Shares,152990,Market Sale
AARTIIND,Aarti Industries Limited,VALIANT ORGANICS LTD,Promoter Group,0.18,20000.0,16482511.0,Sell,Equity Shares,294800,Market Sale
AARTIIND,Aarti Industries Limited,VALIANT ORGANICS LTD,Promoter Group,0.2,30000.0,23991629.0,Sell,Equity Shares,314800,Market Sale
AARTIIND,Aarti Industries Limited,VALIANT ORGANICS LTD,Promoter Group,0.16,10800.0,8983604.0,Sell,Equity Shares,260000,Market Sale
AARTIIND,Aarti Industries Limited,VALIANT ORGANICS LTD,Promoter Group,0.17,24000.0,20033759.0,Sell,Equity Shares,270800,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.09,10000.0,8321028.0,Sell,Equity Shares,142990,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.08,10000.0,8202331.0,Sell,Equity Shares,132990,Market Sale
AARTIIND,Aarti Industries Limited,VALIANT ORGANICS LTD,Promoter Group,0.15,15200.0,12701494.0,Sell,Equity Shares,244800,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.11,12100.0,0.0,Sell,Equity Shares,173248,Gift
AARTIIND,Aarti Industries Limited,BHAVESH BACHUBHAI MEHTA,Promoters,0.26,70000.0,0.0,Buy,Equity Shares,514792,Off Market
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.5,13000.0,10877086.0,Sell,Equity Shares,852005,Market Sale
AARTIIND,Aarti Industries Limited,VALIANT ORGANICS LIMITED,Promoter Group,0.14,9000.0,9101951.0,Sell,Equity Shares,235800,Market Sale
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.44,5000.0,5150834.0,Sell,Equity Shares,757475,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.07,27839.0,28296025.0,Sell,Equity Shares,92000,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.48,12248.0,12295148.0,Sell,Equity Shares,822005,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.07,2864.0,2866596.0,Sell,Equity Shares,119839,Market Sale
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.43,1110.0,1143412.0,Sell,Equity Shares,749365,Market Sale
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.44,2300.0,2270822.0,Sell,Equity Shares,762475,Market Sale
AARTIIND,Aarti Industries Limited,SARLA SHANTILAL SHAH,Promoters,2.14,70000.0,0.0,Sell,Equity Shares,3651796,Off Market
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.43,7000.0,7313474.0,Sell,Equity Shares,750475,Market Sale
AARTIIND,Aarti Industries Limited,RATANBEN PREMJI GOGRI,Promoter Group,0.44,3323.0,3360756.0,Sell,Equity Shares,764775,Market Sale
AARTIIND,Aarti Industries Limited,MIRIK RAJENDRA GOGRI,Promoter Group,4.02,20000.0,20332556.0,Sell,Equity Shares,6983668,Market Sale
AARTIIND,Aarti Industries Limited,CHANDRAKANT VALLABHAJI GOGRI,Promoters,0.49,17752.0,17734073.0,Sell,Equity Shares,834253,Market Sale
AARTIIND,Aarti Industries Limited,DILIP TEJSHI DEDHIA,Promoter Group,0.08,10287.0,10176113.0,Sell,Equity Shares,122703,Market Sale
AAVAS,Aavas Financiers Limited,VEENA KUMARI TANDON,Immediate relative,0.18,700.0,1207500.0,Sell,Equity Shares,139697,Market Sale
AAVAS,Aavas Financiers Limited,RAHUL KHANDELWAL,Employees/Designated Employees,0.02,1500.0,2607000.0,Sell,Equity Shares,13142,Market Sale
AAVAS,Aavas Financiers Limited,VIRENDRA SINGH RATHORE,Employees/Designated Employees,0.0,900.0,1580396.0,Sell,Equity Shares,Nil,Market Sale
AAVAS,Aavas Financiers Limited,RAJESH MAIYA,Employees/Designated Employees,0.02,1500.0,2713500.0,Sell,Equity Shares,10311,Market Sale
AAVAS,Aavas Financiers Limited,VINEET KUMAR JAIN,Employees/Designated Employees,0.01,2048.0,3635905.0,Sell,Equity Shares,8911,Market Sale
AAVAS,Aavas Financiers Limited,YOGESH KUMAR,Employees/Designated Employees,0.0,700.0,1206830.0,Sell,Equity Shares,909,Market Sale
AAVAS,Aavas Financiers Limited,MANOJ KUMAR SHARMA,Employees/Designated Employees,0.02,3500.0,5770407.0,Sell,Equity Shares,10552,Market Sale
AAVAS,Aavas Financiers Limited,MUKESH AGARWAL,Employees/Designated Employees,0.01,1000.0,1729000.0,Sell,Equity Shares,6310,Market Sale
AAVAS,Aavas Financiers Limited,ANOOP SINGH,Employees/Designated Employees,0.01,1125.0,1888690.0,Sell,Equity Shares,9785,Market Sale
AAVAS,Aavas Financiers Limited,VINOD PANICKER,Employees/Designated Employees,0.0,1875.0,3208669.0,Sell,Equity Shares,Nil,Market Sale
AAVAS,Aavas Financiers Limited,SHAILENDRA KUMAR GUPTA,Employees/Designated Employees,0.01,5000.0,8533627.0,Sell,Equity Shares,5311,Market Sale
AAVAS,Aavas Financiers Limited,YOGESH KUMAR BANSAL,Employees/Designated Employees,0.01,2973.0,5197440.0,Sell,Equity Shares,4350,Market Sale
AAVAS,Aavas Financiers Limited,MUKESH AGARWAL,Employees/Designated Employees,0.01,2000.0,3337499.0,Sell,Equity Shares,7310,Market Sale
AAVAS,Aavas Financiers Limited,MOHIT TRIPATHI,Employees/Designated Employees,0.01,910.0,1548709.0,Sell,Equity Shares,10810,Market Sale
AAVAS,Aavas Financiers Limited,SHARAD PATHAK,Employees/Designated Employees,0.01,645.0,1039438.0,Sell,Equity Shares,8191,Market Sale
AAVAS,Aavas Financiers Limited,VIRENDRA SINGH RATHORE,Employees/Designated Employees,0.0,840.0,1406824.0,Sell,Equity Shares,900,Market Sale
AAVAS,Aavas Financiers Limited,MOHAMMED SHAKIR,Employees/Designated Employees,0.0,1000.0,1670120.0,Sell,Equity Shares,Nil,Market Sale
AAVAS,Aavas Financiers Limited,VIRENDRA SINGH RATHORE,Employees/Designated Employees,0.0,1260.0,2072839.0,Sell,Equity Shares,1740,Market Sale
AAVAS,Aavas Financiers Limited,RINKU KUMAR,Employees/Designated Employees,0.0,1181.0,1946945.0,Sell,Equity Shares,2399,Market Sale
AAVAS,Aavas Financiers Limited,RAMAN SHARMA,Employees/Designated Employees,0.0,700.0,1151979.0,Sell,Equity Shares,2062,Market Sale
AAVAS,Aavas Financiers Limited,VEENA KUMARI TANDON,Immediate relative,0.18,1300.0,2176304.0,Sell,Equity Shares,140397,Market Sale
AAVAS,Aavas Financiers Limited,GHANSHYAM RAWAT,Key Managerial Personnel,1.17,16026.0,26192093.0,Sell,Equity Shares,899129,Market Sale
AAVAS,Aavas Financiers Limited,RAJESH MAIYA,Employees/Designated Employees,0.02,1038.0,1690743.0,Sell,Equity Shares,11811,Market Sale
AAVAS,Aavas Financiers Limited,AVINASH KUMAR,Employees/Designated Employees,0.01,6000.0,10887576.0,Sell,Equity Shares,4000,Market Sale
AAVAS,Aavas Financiers Limited,ALOK DAS,Employees/Designated Employees,0.01,1200.0,1892448.0,Sell,Equity Shares,5721,Market Sale
AAVAS,Aavas Financiers Limited,SUSHIL KUMAR AGARWAL,Director,3.76,20000.0,32020000.0,Sell,Equity Shares,2921812,Market Sale
AAVAS,Aavas Financiers Limited,AMIT KUMAR DASS,Employees/Designated Employees,0.02,2340.0,4149405.0,Pledge,Equity Shares,12079,Pledge Creation
AAVAS,Aavas Financiers Limited,VEENA KUMARI TANDON,Immediate relative,0.18,4550.0,8265211.0,Sell,Equity Shares,135147,Market Sale
AAVAS,Aavas Financiers Limited,RAMACHANDRA K KAMATH,Director,0.14,1800.0,3271595.0,Sell,Equity Shares,108140,Market Sale
AAVAS,Aavas Financiers Limited,RAHUL KHANDELWAL,Employees/Designated Employees,0.02,1003.0,1622350.0,Sell,Equity Shares,14642,Market Sale
AAVAS,Aavas Financiers Limited,SURENDRA KUMAR SIHAG,Employees/Designated Employees,0.04,5000.0,1076250.0,Buy,Equity Shares,36760,ESOP
AAVAS,Aavas Financiers Limited,ARVIN JACOB,Employees/Designated Employees,0.01,8498.0,1829195.0,Buy,Equity Shares,15498,ESOP
AAVAS,Aavas Financiers Limited,MIHIR BHARAT DESAI,Employees/Designated Employees,0.02,8130.0,1749983.0,Buy,Equity Shares,29839,ESOP
AAVAS,Aavas Financiers Limited,AMIT KUMAR DASS,Employees/Designated Employees,0.01,1000.0,1824000.0,Sell,Equity Shares,10479,Market Sale
AAVAS,Aavas Financiers Limited,VINEET KUMAR JAIN,Employees/Designated Employees,0.0,2101.0,3807012.0,Sell,Equity Shares,1390,Market Sale
AAVAS,Aavas Financiers Limited,SAURABH JAIN,Employees/Designated Employees,0.01,950.0,1783711.0,Sell,Equity Shares,3702,Market Sale
AAVAS,Aavas Financiers Limited,RAJEEV SINHA,Employees/Designated Employees,0.01,10000.0,2707230.0,Buy,Equity Shares,19797,ESOP
AAVAS,Aavas Financiers Limited,MUKESH AGARWAL,Employees/Designated Employees,0.01,5000.0,1076250.0,Buy,Equity Shares,11310,ESOP
AAVAS,Aavas Financiers Limited,ANURAG SRIVASTAVA,Employees/Designated Employees,0.01,6000.0,1404250.0,Buy,Equity Shares,11355,ESOP
AAVAS,Aavas Financiers Limited,VIKRANT BHARGAVA,Employees/Designated Employees,0.0,650.0,1202750.0,Sell,Equity Shares,2000,Market Sale
AAVAS,Aavas Financiers Limited,KALPANA IYER,Director,0.02,7303.0,13360550.0,Sell,Equity Shares,10305,Market Sale
AAVAS,Aavas Financiers Limited,VINEET KUMAR JAIN,Employees/Designated Employees,0.01,2200.0,3909400.0,Sell,Equity Shares,3491,Market Sale
AAVAS,Aavas Financiers Limited,SURENDRA KUMAR SIHAG,Employees/Designated Employees,0.0,17424.0,30797791.0,Pledge,Equity Shares,31760,Revokation of Pledge
AAVAS,Aavas Financiers Limited,AMIT KUMAR DASS,Employees/Designated Employees,0.02,600.0,1096600.0,Sell,Equity Shares,11479,Market Sale
AAVAS,Aavas Financiers Limited,RAJEEV SINHA,Employees/Designated Employees,0.02,3900.0,7075494.0,Sell,Equity Shares,9797,Market Sale
AAVAS,Aavas Financiers Limited,PAWAN BANSAL,Employees/Designated Employees,0.0,1930.0,3341525.0,Sell,Equity Shares,762,Market Sale
AAVAS,Aavas Financiers Limited,MITIN CHACHRA,Employees/Designated Employees,0.01,1310.0,2377650.0,Sell,Equity Shares,9047,Market Sale
AAVAS,Aavas Financiers Limited,RAMACHANDRA K KAMATH,Director,0.14,6400.0,11688181.0,Sell,Equity Shares,101740,Market Sale
AAVAS,Aavas Financiers Limited,AVINASH KUMAR,Employees/Designated Employees,0.01,3947.0,7035646.0,Pledge,Equity Shares,4000,Revokation of Pledge
AAVAS,Aavas Financiers Limited,VINEET KUMAR JAIN,Employees/Designated Employees,0.01,3220.0,5721880.0,Sell,Equity Shares,5691,Market Sale
AAVAS,Aavas Financiers Limited,GHANSHYAM RAWAT,Key Managerial Personnel,1.17,16076.0,26272093.0,Sell,Equity Shares,899079,Market Sale
AAVAS,Aavas Financiers Limited,GHANSHYAM RAWAT,Key Managerial Personnel,1.15,5000.0,9125000.0,Sell,Equity Shares,894079,Market Sale
AAVAS,Aavas Financiers Limited,MIHIR BHARAT DESAI,Employees/Designated Employees,0.04,9150.0,16347395.0,Sell,Equity Shares,21709,Market Sale
AAVAS,Aavas Financiers Limited,KALPANA IYER,Director,0.01,1697.0,3179997.0,Sell,Equity Shares,8608,Market Sale
AAVAS,Aavas Financiers Limited,RAJEEV SINHA,Employees/Designated Employees,0.02,1769.0,3174541.0,Sell,Equity Shares,13697,Market Sale
AAVAS,Aavas Financiers Limited,MOHAMMED SHAKIR,Employees/Designated Employees,0.0,1500.0,2432505.0,Sell,Equity Shares,1000,Market Sale
AAVAS,Aavas Financiers Limited,PIYUSH AUDICHYA,Employees/Designated Employees,0.01,860.0,1259986.0,Pledge,Equity Shares,4010,Pledge Creation
AAVAS,Aavas Financiers Limited,VEENA KUMARI TANDON,Immediate relative,0.18,6000.0,9501719.0,Sell,Equity Shares,141697,Market Sale
AAVAS,Aavas Financiers Limited,PANKAJ MAKKAR,Employees/Designated Employees,0.06,1000.0,1471750.0,Pledge,Equity Shares,4842,Pledge Creation
AAVAS,Aavas Financiers Limited,ANURAG AGARWAL,Employees/Designated Employees,0.0,875.0,1287781.0,Pledge,Equity Shares,875,Pledge Creation
AAVAS,Aavas Financiers Limited,AMIT GUPTA,Employees/Designated Employees,0.0,2000.0,2943500.0,Pledge,Equity Shares,2018,Pledge Creation
AAVAS,Aavas Financiers Limited,SANDEEP PANDYA,Employees/Designated Employees,0.0,875.0,1287781.0,Pledge,Equity Shares,875,Pledge Creation
AAVAS,Aavas Financiers Limited,VISHAL DEORA,Employees/Designated Employees,0.0,1500.0,2222475.0,Pledge,Equity Shares,1500,Pledge Creation
AAVAS,Aavas Financiers Limited,SURENDRA KUMAR SIHAG,Employees/Designated Employees,0.03,5000.0,1640000.0,Buy,Equity Shares,31760,ESOP
AAVAS,Aavas Financiers Limited,ASHISH BAKLIWAL,Employees/Designated Employees,0.0,1750.0,2687671.6,Sell,Equity Shares,Nil,Market Sale
AAVAS,Aavas Financiers Limited,AVINASH KUMAR,Employees/Designated Employees,0.0,10000.0,3280000.0,Buy,Equity Shares,10000,ESOP
AAVAS,Aavas Financiers Limited,MIHIR BHARAT DESAI,Employees/Designated Employees,0.04,30859.0,1585000.0,Sell,Equity Shares,1000,Market Sale
AAVAS,Aavas Financiers Limited,AMIT KUMAR DASS,Employees/Designated Employees,0.02,4924.0,7633184.0,Pledge Revoke,Equity Shares,12079,Revokation of Pledge
AAVAS,Aavas Financiers Limited,MIHIR BHARAT DESAI,Employees/Designated Employees,0.04,2157.0,3185889.0,Pledge Revoke,Equity Shares,31859,Revokation of Pledge
AAVAS,Aavas Financiers Limited,YOGESH KUMAR,Employees/Designated Employees,0.0,1609.0,2548736.0,Pledge Revoke,Equity Shares,1609,Revokation of Pledge
AAVAS,Aavas Financiers Limited,BHUVNESH KUMAR GAUR,Employees/Designated Employees,0.0,711.0,1086773.27,Sell,Equity Shares,2310,Market Sale
AAVAS,Aavas Financiers Limited,AMIT KUMAR DASS,Employees/Designated Employees,0.02,1076.0,1663840.0,Sell,Equity Shares,12079,Market Sale
AAVAS,Aavas Financiers Limited,SUNKU RAMNARESH,Employees/Designated Employees,0.62,485073.0,768379885.7,Pledge Revoke,Equity Shares,485307,Revokation of Pledge
AAVAS,Aavas Financiers Limited,ANOOP SINGH,Employees/Designated Employees,0.02,725.0,1105775.0,Sell,Equity Shares,11110,Market Sale
AAVAS,Aavas Financiers Limited,RAM KUMAR,Employees/Designated Employees,0.01,1600.0,2372962.0,Sell,Equity Shares,6393,Market Sale
AAVAS,Aavas Financiers Limited,RAM KUMAR,Employees/Designated Employees,0.01,3300.0,5063932.5,Pledge Revoke,Equity Shares,6393,Revokation of Pledge
AAVAS,Aavas Financiers Limited,SUNKU RAMNARESH,Employees/Designated Employees,0.72,76531.0,117475457.2,Sell,Equity Shares,485307,Market Sale
AAVAS,Aavas Financiers Limited,SUSHIL KUMAR AGARWAL,Director,3.76,2340506.0,3508008905.0,Pledge Revoke,Equity Shares,2941812,Revokation of Pledge
AAVAS,Aavas Financiers Limited,SUSHIL KUMAR AGARWAL,Director,3.83,50000.0,72655000.0,Sell,Equity Shares,2941812,Market Sale
AAVAS,Aavas Financiers Limited,PUNIT PURUSHOTTAM AGARWAL,Employees/Designated Employees,0.0,850.0,1264946.25,Sell,Equity Shares,Nil,Market Sale
AAVAS,Aavas Financiers Limited,SUSHIL KUMAR AGARWAL,Director,3.83,1547.0,2189175.17,Sell,Equity Shares,2991812,Market Sale
AAVAS,Aavas Financiers Limited,VIVEK VIG,Director,0.7,29952.0,43917524.15,Sell,Equity Shares,513577,Market Sale
AAVAS,Aavas Financiers Limited,SANDRA PAUL,Employees/Designated Employees,0.0,2000.0,3853560.0,Pledge,Equity Shares,2159,Pledge Creation
AAVAS,Aavas Financiers Limited,SHARAD PATHAK,Employees/Designated Employees,0.02,745.0,1116569.0,Pledge,Equity Shares,12341,Pledge Creation
AAVAS,Aavas Financiers Limited,PANKAJ MAKKAR,Employees/Designated Employees,0.01,1200.0,1893600.0,Sell,Equity Shares,3642,Market Sale
AAVAS,Aavas Financiers Limited,SANDEEP PANDYA,Employees/Designated Employees,0.0,850.0,1334500.0,Sell,Equity Shares,25,Market Sale
AAVAS,Aavas Financiers Limited,AVINASH KUMAR,Employees/Designated Employees,0.01,9947.0,15780916.0,Pledge,Equity Shares,10000,Pledge Creation
AAVAS,Aavas Financiers Limited,JAIDEEP SHARMA,Employees/Designated Employees,0.0,687.0,1099200.0,Sell,Equity Shares,1723,Market Sale
AAVAS,Aavas Financiers Limited,AMIT GUPTA,Employees/Designated Employees,0.0,1690.0,2597099.0,Sell,Equity Shares,18,Market Sale
AAVAS,Aavas Financiers Limited,AMIT GUPTA,Employees/Designated Employees,0.0,908.0,1424681.0,Sell,Equity Shares,1518,Market Sale
AAVAS,Aavas Financiers Limited,BHUVNESH KUMAR GAUR,Employees/Designated Employees,0.0,1000.0,1554930.0,Sell,Equity Shares,1784,Market Sale
AAVAS,Aavas Financiers Limited,SUSHIL KUMAR AGARWAL,Director,3.76,1500.0,2351325.0,Pledge,Equity Shares,2941812,Revokation of Pledge
